project_id,product_name,source_candidate,priority,required_close_read_output,blocked_claim_type
mb-muranoos-red-team-lab-handoff-package-2026-04-17,"Largest consolidated (137 files); pre-merged Steps 3-7 bundles; ""Workspace Restore""",Documents on the Rape of Nanking Timothy Brook PDOC,normal,"verified author/title/edition plus 1-3 passages that alter a module rule, test, claim ceiling, or public output","quotation, page-specific citation, strong literature-positioning claim, or claim that the source has been fully utilized"
mb-muranoos-red-team-tranche1-handoff-package-2026-04-11,Leanest blueprint-only; only with named rollback doc,Documents on the Rape of Nanking Timothy Brook PDOC,normal,"verified author/title/edition plus 1-3 passages that alter a module rule, test, claim ceiling, or public output","quotation, page-specific citation, strong literature-positioning claim, or claim that the source has been fully utilized"
mb-muranoos-red-team-tranche1-handoff-package-2026-04-11,Leanest blueprint-only; only with named rollback doc,043 Historical Documents Harvard Classics PDOC,normal,"verified author/title/edition plus 1-3 passages that alter a module rule, test, claim ceiling, or public output","quotation, page-specific citation, strong literature-positioning claim, or claim that the source has been fully utilized"
mb-muranoos-redteam-tranche1-handoff-2026-04-15,Leanest pure-spec (16 KB); pages 11_OPEN_QUESTIONS,043 Historical Documents Harvard Classics PDOC,normal,"verified author/title/edition plus 1-3 passages that alter a module rule, test, claim ceiling, or public output","quotation, page-specific citation, strong literature-positioning claim, or claim that the source has been fully utilized"
mb-muranoos-redteam-tranche1-handoff-2026-04-15,Leanest pure-spec (16 KB); pages 11_OPEN_QUESTIONS,Brief Answers to the Big Questions by Stephen Hawking (2021 01 02 03 51 07 UTC),normal,"verified author/title/edition plus 1-3 passages that alter a module rule, test, claim ceiling, or public output","quotation, page-specific citation, strong literature-positioning claim, or claim that the source has been fully utilized"
mb-murano-os-lossless-study-room-handoff,Lossless Study Room,043 Historical Documents Harvard Classics PDOC,normal,"verified author/title/edition plus 1-3 passages that alter a module rule, test, claim ceiling, or public output","quotation, page-specific citation, strong literature-positioning claim, or claim that the source has been fully utilized"
mb-murano-os-lossless-study-room-handoff,Lossless Study Room,Documents on the Rape of Nanking Timothy Brook PDOC,normal,"verified author/title/edition plus 1-3 passages that alter a module rule, test, claim ceiling, or public output","quotation, page-specific citation, strong literature-positioning claim, or claim that the source has been fully utilized"
mb-murano-os-lossless-synthesis-room-handoff,Lossless Synthesis (Magnum Opus Scriptorium),043 Historical Documents Harvard Classics PDOC,normal,"verified author/title/edition plus 1-3 passages that alter a module rule, test, claim ceiling, or public output","quotation, page-specific citation, strong literature-positioning claim, or claim that the source has been fully utilized"
mb-murano-os-lossless-synthesis-room-handoff,Lossless Synthesis (Magnum Opus Scriptorium),Attachment and Bonding A New Synthesis C. Sue Carter,normal,"verified author/title/edition plus 1-3 passages that alter a module rule, test, claim ceiling, or public output","quotation, page-specific citation, strong literature-positioning claim, or claim that the source has been fully utilized"
mb-murano-mashup-room-handoff-v1,Mashup Intelligence Room,(Intelligence and the Quest for Security) Loch K. Johnson Strategic Intelligence [Five Volumes]. vol 1 5 Praeger (2006),normal,"verified author/title/edition plus 1-3 passages that alter a module rule, test, claim ceiling, or public output","quotation, page-specific citation, strong literature-positioning claim, or claim that the source has been fully utilized"
mb-murano-mashup-room-handoff-v1,Mashup Intelligence Room,(Intelligence and the Quest for Security) Loch K. Johnson Strategic Intelligence [Five Volumes]. vol 1 5 Praeger (2006) (3),normal,"verified author/title/edition plus 1-3 passages that alter a module rule, test, claim ceiling, or public output","quotation, page-specific citation, strong literature-positioning claim, or claim that the source has been fully utilized"
native-mongol,Mongol Empire Military Systems,(Handbooks of Sociology and Social Research) Giuseppe Caforio Handbook of the Sociology of the Military Springer (2006) PDOC,normal,"verified author/title/edition plus 1-3 passages that alter a module rule, test, claim ceiling, or public output","quotation, page-specific citation, strong literature-positioning claim, or claim that the source has been fully utilized"
native-mongol,Mongol Empire Military Systems,"Statebuilding and Counterinsurgency in Oman Political, Military and Diplomatic Relations at the End of Empire James Worrall",normal,"verified author/title/edition plus 1-3 passages that alter a module rule, test, claim ceiling, or public output","quotation, page-specific citation, strong literature-positioning claim, or claim that the source has been fully utilized"
mb-muranoos-red-team-tranche-ii-handoff-pack-2026-04-15,"Most self-contained; ""Analytical Memory and Provenance Spine""; 14 new commands",043 Historical Documents Harvard Classics PDOC,normal,"verified author/title/edition plus 1-3 passages that alter a module rule, test, claim ceiling, or public output","quotation, page-specific citation, strong literature-positioning claim, or claim that the source has been fully utilized"
mb-muranoos-red-team-build02-final-proper-handoff-2026-04-11,Only one WITHOUT the 802 KB nested archive; Build 02 scope,Documents on the Rape of Nanking Timothy Brook PDOC,normal,"verified author/title/edition plus 1-3 passages that alter a module rule, test, claim ceiling, or public output","quotation, page-specific citation, strong literature-positioning claim, or claim that the source has been fully utilized"
mb-muranoos-red-team-build02-final-proper-handoff-2026-04-11,Only one WITHOUT the 802 KB nested archive; Build 02 scope,043 Historical Documents Harvard Classics PDOC,normal,"verified author/title/edition plus 1-3 passages that alter a module rule, test, claim ceiling, or public output","quotation, page-specific citation, strong literature-positioning claim, or claim that the source has been fully utilized"
mb-muranoos-red-team-prism-room-execution-handoff-2026-04-11,"Only one replacing ""Red Team Lab"" framing with ""Murano Prism Room"" world doctrine",OceanofPDF.com The Sources of Military Doctrine France Britain and Germany Between the World Wars Barry R Posen PDOC,normal,"verified author/title/edition plus 1-3 passages that alter a module rule, test, claim ceiling, or public output","quotation, page-specific citation, strong literature-positioning claim, or claim that the source has been fully utilized"
mb-muranoos-red-team-prism-room-execution-handoff-2026-04-11,"Only one replacing ""Red Team Lab"" framing with ""Murano Prism Room"" world doctrine",Documents on the Rape of Nanking Timothy Brook PDOC,normal,"verified author/title/edition plus 1-3 passages that alter a module rule, test, claim ceiling, or public output","quotation, page-specific citation, strong literature-positioning claim, or claim that the source has been fully utilized"
mb-muranoos-red-team-proper-handoff-package-2026-04-11,Only one with 07_Derivative_Handoff/; richest SQL DDL,043 Historical Documents Harvard Classics PDOC,normal,"verified author/title/edition plus 1-3 passages that alter a module rule, test, claim ceiling, or public output","quotation, page-specific citation, strong literature-positioning claim, or claim that the source has been fully utilized"
