project_id,product_name,prior_missing_role,candidate_source,source_assignment_status,why_it_matters,proof_component_to_strengthen,required_output,claim_risk_if_missing
mb-ar-sat-room-handoff-v0-1,AR-SAT Room,counter-source or limitation,Children in the Holocaust and Its Aftermath Historical and Psychological Studies of the Kestenberg Archive Sharon Kangisser Cohen et al,repurposed_existing_project_source,"Extract dissent, uncertainty, scope condition, failure mode, or rival interpretation; then narrow public claims.",Structured-analytic technique replay: AR-SAT Room,"claim ceiling, caveat, blocked claim, rival interpretation, or uncertainty statement","project may look impressive but under-supported, over-general, or untestable on this role"
mb-ar-sat-room-handoff-v0-1,AR-SAT Room,evaluation standard,Children in the Holocaust and Its Aftermath Historical and Psychological Studies of the Kestenberg Archive Sharon Kangisser Cohen et al,repurposed_existing_project_source,"Extract observable criteria: pass/fail condition, reliability check, coding rule, calibration test, or release gate.",Structured-analytic technique replay: AR-SAT Room,"test suite, acceptance criteria, scorecard, confidence rule, or release decision","project may look impressive but under-supported, over-general, or untestable on this role"
mb-ar-sat-room-handoff-v0-1,AR-SAT Room,source-to-output bridge,Children in the Holocaust and Its Aftermath Historical and Psychological Studies of the Kestenberg Archive Sharon Kangisser Cohen et al,repurposed_existing_project_source,"State exactly which page, chapter, module, output, decision, or sentence the source changes.",Structured-analytic technique replay: AR-SAT Room,"visible public copy, proof engine behavior, chapter decision, module field, or exported artifact","project may look impressive but under-supported, over-general, or untestable on this role"
mb-briefingforgeroom-handoff-pass4-done,Briefing Forge Room (code-ready),close-read requirement,Peace Education From the Grassroots,route_pack_candidate,"Identify which passages, pages, or concepts must be read before quotation, citation, or stronger literature-positioning is allowed.",Briefing-to-release proof: Briefing Forge Room (code-ready),"close-read note, citation record, passage ledger, or blocked-claim release condition","project may look impressive but under-supported, over-general, or untestable on this role"
mb-briefingforgeroom-handoff-pass4-done,Briefing Forge Room (code-ready),counter-source or limitation,Principles of Microeconomics,route_pack_candidate,"Extract dissent, uncertainty, scope condition, failure mode, or rival interpretation; then narrow public claims.",Briefing-to-release proof: Briefing Forge Room (code-ready),"claim ceiling, caveat, blocked claim, rival interpretation, or uncertainty statement","project may look impressive but under-supported, over-general, or untestable on this role"
mb-briefingforgeroom-handoff-pass4-done,Briefing Forge Room (code-ready),evaluation standard,Art and Fear,route_pack_candidate,"Extract observable criteria: pass/fail condition, reliability check, coding rule, calibration test, or release gate.",Briefing-to-release proof: Briefing Forge Room (code-ready),"test suite, acceptance criteria, scorecard, confidence rule, or release decision","project may look impressive but under-supported, over-general, or untestable on this role"
mb-briefingforgeroom-handoff-pass4-done,Briefing Forge Room (code-ready),source-to-output bridge,Routledge Handbook of Forest Ecology,route_pack_candidate,"State exactly which page, chapter, module, output, decision, or sentence the source changes.",Briefing-to-release proof: Briefing Forge Room (code-ready),"visible public copy, proof engine behavior, chapter decision, module field, or exported artifact","project may look impressive but under-supported, over-general, or untestable on this role"
mb-capstone-handoff-package,Red Cell CI analysis of Russian cognitive deception; 12 COA dossiers,adversarial model,Art and Fear,route_pack_candidate,"Extract attacker incentives, deception timing, poisoning pathway, saturation tactic, evasion strategy, or failure pressure.",Red-cell scenario evaluation: Red Cell CI analysis of Russian cognitive deception; 12 COA dossiers,"attack fixture, red-team lane, defensive gate, warning condition, or replay scenario","project may look impressive but under-supported, over-general, or untestable on this role"
mb-capstone-handoff-package,Red Cell CI analysis of Russian cognitive deception; 12 COA dossiers,close-read requirement,Libraries of the Mind,route_pack_candidate,"Identify which passages, pages, or concepts must be read before quotation, citation, or stronger literature-positioning is allowed.",Red-cell scenario evaluation: Red Cell CI analysis of Russian cognitive deception; 12 COA dossiers,"close-read note, citation record, passage ledger, or blocked-claim release condition","project may look impressive but under-supported, over-general, or untestable on this role"
mb-capstone-handoff-package,Red Cell CI analysis of Russian cognitive deception; 12 COA dossiers,counter-source or limitation,Russian Energy Policy and Military Power Putin's quest for greatness Pavel K. Baev,repurposed_existing_project_source,"Extract dissent, uncertainty, scope condition, failure mode, or rival interpretation; then narrow public claims.",Red-cell scenario evaluation: Red Cell CI analysis of Russian cognitive deception; 12 COA dossiers,"claim ceiling, caveat, blocked claim, rival interpretation, or uncertainty statement","project may look impressive but under-supported, over-general, or untestable on this role"
