execution_run_id,proof_capsule_id,project_id,product_name,proof_artifact,package_verification_result,next_strengthening_action,claim_allowed_now
PER-06352C9DAC10,PC-B8597090E134,mb-ci-red-cell-handoff,CI red-cell methods reference architecture (post-integrity-correction rebuild),packet promotion decision record,instrumented proof run awaiting live capture,"Capture a live or simulated run for packet promotion decision record; preserve fixture, trace, output, acceptance result, and claim boundary.",May claim instrumented proof path; do not claim executed proof.
PER-ED8A2961F987,PC-FACF3D99D5FA,mb-ci-red-cell-handoff,CI red-cell methods reference architecture (post-integrity-correction rebuild),packet promotion decision record,instrumented proof run awaiting live capture,"Capture a live or simulated run for packet promotion decision record; preserve fixture, trace, output, acceptance result, and claim boundary.",May claim instrumented proof path; do not claim executed proof.
PER-DDC5F95F268C,PC-A160DBA4F21F,mb-ci-red-cell-handoff,CI red-cell methods reference architecture (post-integrity-correction rebuild),packet promotion decision record,instrumented proof run awaiting live capture,"Capture a live or simulated run for packet promotion decision record; preserve fixture, trace, output, acceptance result, and claim boundary.",May claim instrumented proof path; do not claim executed proof.
PER-3450775318D7,PC-28151416829C,mb-ci-red-cell-handoff,CI red-cell methods reference architecture (post-integrity-correction rebuild),packet promotion decision record,instrumented proof run awaiting live capture,"Capture a live or simulated run for packet promotion decision record; preserve fixture, trace, output, acceptance result, and claim boundary.",May claim instrumented proof path; do not claim executed proof.
PER-6D4144F8E897,PC-CFB4DF1222BF,mb-ci-red-cell-handoff,CI red-cell methods reference architecture (post-integrity-correction rebuild),packet promotion decision record,instrumented proof run awaiting live capture,"Capture a live or simulated run for packet promotion decision record; preserve fixture, trace, output, acceptance result, and claim boundary.",May claim instrumented proof path; do not claim executed proof.
PER-EDC1C4F3964F,PC-DCC09F7A24B6,mb-ci-red-cell-handoff,CI red-cell methods reference architecture (post-integrity-correction rebuild),packet promotion decision record,instrumented proof run awaiting live capture,"Capture a live or simulated run for packet promotion decision record; preserve fixture, trace, output, acceptance result, and claim boundary.",May claim instrumented proof path; do not claim executed proof.
PER-47DD64117791,PC-F534800F6FC3,mb-ci-red-cell-handoff,CI red-cell methods reference architecture (post-integrity-correction rebuild),packet promotion decision record,instrumented proof run awaiting live capture,"Capture a live or simulated run for packet promotion decision record; preserve fixture, trace, output, acceptance result, and claim boundary.",May claim instrumented proof path; do not claim executed proof.
PER-B0A26E020481,PC-1FD911252887,mb-ci-red-cell-handoff,CI red-cell methods reference architecture (post-integrity-correction rebuild),packet promotion decision record,instrumented proof run awaiting live capture,"Capture a live or simulated run for packet promotion decision record; preserve fixture, trace, output, acceptance result, and claim boundary.",May claim instrumented proof path; do not claim executed proof.
PER-466CF9DB4B9E,PC-1E5E51BD6D16,mb-ci-red-cell-handoff,CI red-cell methods reference architecture (post-integrity-correction rebuild),packet promotion decision record,instrumented proof run awaiting live capture,"Capture a live or simulated run for packet promotion decision record; preserve fixture, trace, output, acceptance result, and claim boundary.",May claim instrumented proof path; do not claim executed proof.
PER-AF47D990A18E,PC-262669365832,mb-ci-red-cell-handoff,CI red-cell methods reference architecture (post-integrity-correction rebuild),packet promotion decision record,instrumented proof run awaiting live capture,"Capture a live or simulated run for packet promotion decision record; preserve fixture, trace, output, acceptance result, and claim boundary.",May claim instrumented proof path; do not claim executed proof.
PER-86A801337CF7,PC-082640DF6D1C,mb-ci-red-cell-handoff,CI red-cell methods reference architecture (post-integrity-correction rebuild),packet promotion decision record,instrumented proof run awaiting live capture,"Capture a live or simulated run for packet promotion decision record; preserve fixture, trace, output, acceptance result, and claim boundary.",May claim instrumented proof path; do not claim executed proof.
PER-EB4EA7B8817B,PC-748C08150351,mb-ci-red-cell-handoff,CI red-cell methods reference architecture (post-integrity-correction rebuild),packet promotion decision record,instrumented proof run awaiting live capture,"Capture a live or simulated run for packet promotion decision record; preserve fixture, trace, output, acceptance result, and claim boundary.",May claim instrumented proof path; do not claim executed proof.
PER-536BE0226A2E,PC-19DA0BBDFB69,mb-ci-red-cell-handoff,CI red-cell methods reference architecture (post-integrity-correction rebuild),packet promotion decision record,instrumented proof run awaiting live capture,"Capture a live or simulated run for packet promotion decision record; preserve fixture, trace, output, acceptance result, and claim boundary.",May claim instrumented proof path; do not claim executed proof.
PER-8DA2CBCB7BBA,PC-E20241D0EAE5,mb-ci-red-cell-handoff,CI red-cell methods reference architecture (post-integrity-correction rebuild),packet promotion decision record,instrumented proof run awaiting live capture,"Capture a live or simulated run for packet promotion decision record; preserve fixture, trace, output, acceptance result, and claim boundary.",May claim instrumented proof path; do not claim executed proof.
PER-AA2C5CD4EE58,PC-41B063F628B2,mb-ci-red-cell-handoff,CI red-cell methods reference architecture (post-integrity-correction rebuild),packet promotion decision record,instrumented proof run awaiting live capture,"Capture a live or simulated run for packet promotion decision record; preserve fixture, trace, output, acceptance result, and claim boundary.",May claim instrumented proof path; do not claim executed proof.
PER-1EAE88113FDB,PC-3BC21218569D,mb-cia-do-career-handoff-v1,500-role ranked search universe (250 federal + 250 private),packet promotion decision record,instrumented proof run awaiting live capture,"Capture a live or simulated run for packet promotion decision record; preserve fixture, trace, output, acceptance result, and claim boundary.",May claim instrumented proof path; do not claim executed proof.
PER-F030E5E6CC65,PC-5EB1768A2EB7,mb-cia-do-career-handoff-v1,500-role ranked search universe (250 federal + 250 private),packet promotion decision record,instrumented proof run awaiting live capture,"Capture a live or simulated run for packet promotion decision record; preserve fixture, trace, output, acceptance result, and claim boundary.",May claim instrumented proof path; do not claim executed proof.
PER-B99246D7509B,PC-B08574E37F3D,mb-cia-do-career-handoff-v1,500-role ranked search universe (250 federal + 250 private),packet promotion decision record,instrumented proof run awaiting live capture,"Capture a live or simulated run for packet promotion decision record; preserve fixture, trace, output, acceptance result, and claim boundary.",May claim instrumented proof path; do not claim executed proof.
PER-A35E0B030CB3,PC-E8A9E7A6B795,mb-cia-do-career-handoff-v1,500-role ranked search universe (250 federal + 250 private),packet promotion decision record,package-verifiable proof run,Complete the linked source passage update and revise inspection_protocol and acceptance_test.,May claim package-verifiable proof contract; do not claim live deployment unless a runtime capture exists.
PER-188F8A6E8955,PC-DAB071D3255B,mb-cia-do-career-handoff-v1,500-role ranked search universe (250 federal + 250 private),packet promotion decision record,instrumented proof run awaiting live capture,"Capture a live or simulated run for packet promotion decision record; preserve fixture, trace, output, acceptance result, and claim boundary.",May claim instrumented proof path; do not claim executed proof.
PER-7CC09D0115BA,PC-7A1CC52B6445,mb-cia-do-career-handoff-v1,500-role ranked search universe (250 federal + 250 private),packet promotion decision record,instrumented proof run awaiting live capture,"Capture a live or simulated run for packet promotion decision record; preserve fixture, trace, output, acceptance result, and claim boundary.",May claim instrumented proof path; do not claim executed proof.
PER-F20AEE415DAE,PC-EF2BBD541E83,mb-cia-do-career-handoff-v1,500-role ranked search universe (250 federal + 250 private),packet promotion decision record,instrumented proof run awaiting live capture,"Capture a live or simulated run for packet promotion decision record; preserve fixture, trace, output, acceptance result, and claim boundary.",May claim instrumented proof path; do not claim executed proof.
PER-55C93771E424,PC-1D15BE79F703,mb-cia-do-career-handoff-v1,500-role ranked search universe (250 federal + 250 private),packet promotion decision record,instrumented proof run awaiting live capture,"Capture a live or simulated run for packet promotion decision record; preserve fixture, trace, output, acceptance result, and claim boundary.",May claim instrumented proof path; do not claim executed proof.
PER-12E550DA870E,PC-A1399E285EA1,mb-cia-do-career-handoff-v1,500-role ranked search universe (250 federal + 250 private),packet promotion decision record,instrumented proof run awaiting live capture,"Capture a live or simulated run for packet promotion decision record; preserve fixture, trace, output, acceptance result, and claim boundary.",May claim instrumented proof path; do not claim executed proof.
