binding_id,project_id,product_name,assigned_source_candidate,bibliographic_status,bibliographic_note,required_action,claim_blocked_until_done
SB-AD46127051C0,mb-ar-sat-room-handoff-v0-1,AR-SAT Room,043 Historical Documents Harvard Classics PDOC,needs bibliographic verification before public citation,title appears to include file-copy or extraction marker,"Verify author, title, edition, publication data, and passage/page before public citation.","quotation, page-specific citation, or strong literature-positioning claim"
SB-B09DA818EF37,mb-ar-sat-room-handoff-v0-1,AR-SAT Room,Documents on the Rape of Nanking Timothy Brook PDOC,needs bibliographic verification before public citation,title appears to include file-copy or extraction marker,"Verify author, title, edition, publication data, and passage/page before public citation.","quotation, page-specific citation, or strong literature-positioning claim"
SB-865A72927226,mb-ar-sat-room-handoff-v0-1,AR-SAT Room,043 Historical Documents Harvard Classics PDOC,needs bibliographic verification before public citation,title appears to include file-copy or extraction marker,"Verify author, title, edition, publication data, and passage/page before public citation.","quotation, page-specific citation, or strong literature-positioning claim"
SB-7971E34BAFCE,mb-ar-sat-room-handoff-v0-1,AR-SAT Room,043 Historical Documents Harvard Classics PDOC,needs bibliographic verification before public citation,title appears to include file-copy or extraction marker,"Verify author, title, edition, publication data, and passage/page before public citation.","quotation, page-specific citation, or strong literature-positioning claim"
SB-21CE95001D13,mb-briefingforgeroom-handoff-pass4-done,Briefing Forge Room (code-ready),043 Historical Documents Harvard Classics PDOC,needs bibliographic verification before public citation,title appears to include file-copy or extraction marker,"Verify author, title, edition, publication data, and passage/page before public citation.","quotation, page-specific citation, or strong literature-positioning claim"
SB-47C6C730068A,mb-briefingforgeroom-handoff-pass4-done,Briefing Forge Room (code-ready),043 Historical Documents Harvard Classics PDOC,needs bibliographic verification before public citation,title appears to include file-copy or extraction marker,"Verify author, title, edition, publication data, and passage/page before public citation.","quotation, page-specific citation, or strong literature-positioning claim"
SB-FFBDC9238628,mb-briefingforgeroom-handoff-pass4-done,Briefing Forge Room (code-ready),043 Historical Documents Harvard Classics PDOC,needs bibliographic verification before public citation,title appears to include file-copy or extraction marker,"Verify author, title, edition, publication data, and passage/page before public citation.","quotation, page-specific citation, or strong literature-positioning claim"
SB-1E8A1F9D9320,mb-briefingforgeroom-handoff-pass4-done,Briefing Forge Room (code-ready),043 Historical Documents Harvard Classics PDOC,needs bibliographic verification before public citation,title appears to include file-copy or extraction marker,"Verify author, title, edition, publication data, and passage/page before public citation.","quotation, page-specific citation, or strong literature-positioning claim"
SB-84FF9940C399,mb-briefingforgeroom-handoff-pass4-done,Briefing Forge Room (code-ready),Documents on the Rape of Nanking Timothy Brook PDOC,needs bibliographic verification before public citation,title appears to include file-copy or extraction marker,"Verify author, title, edition, publication data, and passage/page before public citation.","quotation, page-specific citation, or strong literature-positioning claim"
SB-E80B0781DEC9,mb-briefingforgeroom-handoff-pass4-done,Briefing Forge Room (code-ready),Documents on the Rape of Nanking Timothy Brook PDOC,needs bibliographic verification before public citation,title appears to include file-copy or extraction marker,"Verify author, title, edition, publication data, and passage/page before public citation.","quotation, page-specific citation, or strong literature-positioning claim"
SB-4A00F41D8EA3,mb-briefingforgeroom-handoff-pass4-done,Briefing Forge Room (code-ready),043 Historical Documents Harvard Classics PDOC,needs bibliographic verification before public citation,title appears to include file-copy or extraction marker,"Verify author, title, edition, publication data, and passage/page before public citation.","quotation, page-specific citation, or strong literature-positioning claim"
SB-AAE10A896038,mb-briefingforgeroom-handoff-pass4-done,Briefing Forge Room (code-ready),043 Historical Documents Harvard Classics PDOC,needs bibliographic verification before public citation,title appears to include file-copy or extraction marker,"Verify author, title, edition, publication data, and passage/page before public citation.","quotation, page-specific citation, or strong literature-positioning claim"
SB-095C3C371F6B,mb-briefingforgeroom-handoff-pass4-done,Briefing Forge Room (code-ready),043 Historical Documents Harvard Classics PDOC,needs bibliographic verification before public citation,title appears to include file-copy or extraction marker,"Verify author, title, edition, publication data, and passage/page before public citation.","quotation, page-specific citation, or strong literature-positioning claim"
