capture_id,execution_run_id,proof_capsule_id,project_id,product_name,proof_artifact,capture_type,acceptance_result,claim_after_capture,next_live_capture_step
PCS-D82ADF549768,PER-CBBF192728BB,PC-EAEB58E41F48,mb-ci-ct-do-handoff-v1-1,"CI/CT DO tradecraft v1.1; SAT enumeration + 12 analyst templates (BLUF, ACH, ICD-203)",packet promotion decision record,deterministic simulated capture,SIMULATED_PASS_CONTRACT_COMPLETE,May claim deterministic simulated proof capture; live operational claim remains blocked until a real runtime trace exists.,"Capture a real live runtime trace for packet promotion decision record; preserve fixture, operation trace, output artifact, acceptance result, falsifier, and claim boundary."
PCS-8E5FD329BFB0,PER-65E4AE733990,PC-3F2BDEB2E415,mb-ci-ct-do-handoff-v1-1,"CI/CT DO tradecraft v1.1; SAT enumeration + 12 analyst templates (BLUF, ACH, ICD-203)",packet promotion decision record,deterministic simulated capture,SIMULATED_PASS_CONTRACT_COMPLETE,May claim deterministic simulated proof capture; live operational claim remains blocked until a real runtime trace exists.,"Capture a real live runtime trace for packet promotion decision record; preserve fixture, operation trace, output artifact, acceptance result, falsifier, and claim boundary."
PCS-B7B8C9B874B7,PER-08FA7B7460DC,PC-DF8901136774,mb-ci-ct-do-handoff-v1-1,"CI/CT DO tradecraft v1.1; SAT enumeration + 12 analyst templates (BLUF, ACH, ICD-203)",packet promotion decision record,deterministic simulated capture,SIMULATED_PASS_CONTRACT_COMPLETE,May claim deterministic simulated proof capture; live operational claim remains blocked until a real runtime trace exists.,"Capture a real live runtime trace for packet promotion decision record; preserve fixture, operation trace, output artifact, acceptance result, falsifier, and claim boundary."
PCS-088A596C912F,PER-E8C75361231F,PC-EA41F1AE81AF,mb-ci-ct-do-handoff-v1-1,"CI/CT DO tradecraft v1.1; SAT enumeration + 12 analyst templates (BLUF, ACH, ICD-203)",packet promotion decision record,deterministic simulated capture,SIMULATED_PASS_CONTRACT_COMPLETE,May claim deterministic simulated proof capture; live operational claim remains blocked until a real runtime trace exists.,"Capture a real live runtime trace for packet promotion decision record; preserve fixture, operation trace, output artifact, acceptance result, falsifier, and claim boundary."
PCS-5DC2592DB2FE,PER-69321D491A1E,PC-5B1757B3ACCC,mb-ci-ct-do-handoff-v1-1,"CI/CT DO tradecraft v1.1; SAT enumeration + 12 analyst templates (BLUF, ACH, ICD-203)",packet promotion decision record,deterministic simulated capture,SIMULATED_PASS_CONTRACT_COMPLETE,May claim deterministic simulated proof capture; live operational claim remains blocked until a real runtime trace exists.,"Capture a real live runtime trace for packet promotion decision record; preserve fixture, operation trace, output artifact, acceptance result, falsifier, and claim boundary."
PCS-26FE4E41639D,PER-C49BE5A0AC17,PC-5DF6F515B399,mb-ci-ct-do-handoff-v1-1,"CI/CT DO tradecraft v1.1; SAT enumeration + 12 analyst templates (BLUF, ACH, ICD-203)",packet promotion decision record,deterministic simulated capture,SIMULATED_PASS_CONTRACT_COMPLETE,May claim deterministic simulated proof capture; live operational claim remains blocked until a real runtime trace exists.,"Capture a real live runtime trace for packet promotion decision record; preserve fixture, operation trace, output artifact, acceptance result, falsifier, and claim boundary."
PCS-189849C918E9,PER-8BB999EB809E,PC-6E533D78BB8C,mb-ci-ct-do-handoff-v1-1,"CI/CT DO tradecraft v1.1; SAT enumeration + 12 analyst templates (BLUF, ACH, ICD-203)",packet promotion decision record,deterministic simulated capture,SIMULATED_PASS_CONTRACT_COMPLETE,May claim deterministic simulated proof capture; live operational claim remains blocked until a real runtime trace exists.,"Capture a real live runtime trace for packet promotion decision record; preserve fixture, operation trace, output artifact, acceptance result, falsifier, and claim boundary."
PCS-2FE096D3EFDC,PER-85C09B37EEE5,PC-54A39D066202,mb-ci-ct-do-handoff-v1-1,"CI/CT DO tradecraft v1.1; SAT enumeration + 12 analyst templates (BLUF, ACH, ICD-203)",packet promotion decision record,deterministic simulated capture,SIMULATED_PASS_CONTRACT_COMPLETE,May claim deterministic simulated proof capture; live operational claim remains blocked until a real runtime trace exists.,"Capture a real live runtime trace for packet promotion decision record; preserve fixture, operation trace, output artifact, acceptance result, falsifier, and claim boundary."
PCS-0A71396AE853,PER-566DA1637DC8,PC-4F3051AFB8F6,mb-ci-ct-do-handoff-v1-1,"CI/CT DO tradecraft v1.1; SAT enumeration + 12 analyst templates (BLUF, ACH, ICD-203)",packet promotion decision record,deterministic simulated capture,SIMULATED_PASS_CONTRACT_COMPLETE,May claim deterministic simulated proof capture; live operational claim remains blocked until a real runtime trace exists.,"Capture a real live runtime trace for packet promotion decision record; preserve fixture, operation trace, output artifact, acceptance result, falsifier, and claim boundary."
PCS-6A095FFB7360,PER-E3DBC5755EF2,PC-DBE24ADC1962,mb-ci-ct-do-handoff-v1-1,"CI/CT DO tradecraft v1.1; SAT enumeration + 12 analyst templates (BLUF, ACH, ICD-203)",packet promotion decision record,deterministic simulated capture,SIMULATED_PASS_CONTRACT_COMPLETE,May claim deterministic simulated proof capture; live operational claim remains blocked until a real runtime trace exists.,"Capture a real live runtime trace for packet promotion decision record; preserve fixture, operation trace, output artifact, acceptance result, falsifier, and claim boundary."
PCS-1EF65090D320,PER-C9AC6AF6FE55,PC-286EA25407B0,mb-ci-ct-do-handoff-v1-1,"CI/CT DO tradecraft v1.1; SAT enumeration + 12 analyst templates (BLUF, ACH, ICD-203)",packet promotion decision record,deterministic simulated capture,SIMULATED_PASS_CONTRACT_COMPLETE,May claim deterministic simulated proof capture; live operational claim remains blocked until a real runtime trace exists.,"Capture a real live runtime trace for packet promotion decision record; preserve fixture, operation trace, output artifact, acceptance result, falsifier, and claim boundary."
PCS-82C97E02906E,PER-8D86F80C3792,PC-A9DFA24800AA,mb-ci-ct-do-handoff-v1-1,"CI/CT DO tradecraft v1.1; SAT enumeration + 12 analyst templates (BLUF, ACH, ICD-203)",packet promotion decision record,deterministic simulated capture,SIMULATED_PASS_CONTRACT_COMPLETE,May claim deterministic simulated proof capture; live operational claim remains blocked until a real runtime trace exists.,"Capture a real live runtime trace for packet promotion decision record; preserve fixture, operation trace, output artifact, acceptance result, falsifier, and claim boundary."
PCS-CE96A35FD095,PER-42F5E6C86B77,PC-0406BAA42EED,mb-ci-ct-do-handoff-v1-1,"CI/CT DO tradecraft v1.1; SAT enumeration + 12 analyst templates (BLUF, ACH, ICD-203)",packet promotion decision record,deterministic simulated capture,SIMULATED_PASS_CONTRACT_COMPLETE,May claim deterministic simulated proof capture; live operational claim remains blocked until a real runtime trace exists.,"Capture a real live runtime trace for packet promotion decision record; preserve fixture, operation trace, output artifact, acceptance result, falsifier, and claim boundary."
PCS-70FB1D49B0AF,PER-99AD85F61DA5,PC-7D20E098D20A,mb-ci-ct-do-handoff-v1-1,"CI/CT DO tradecraft v1.1; SAT enumeration + 12 analyst templates (BLUF, ACH, ICD-203)",packet promotion decision record,deterministic simulated capture,SIMULATED_PASS_CONTRACT_COMPLETE,May claim deterministic simulated proof capture; live operational claim remains blocked until a real runtime trace exists.,"Capture a real live runtime trace for packet promotion decision record; preserve fixture, operation trace, output artifact, acceptance result, falsifier, and claim boundary."
PCS-45531A9893F6,PER-6E6C1842D253,PC-D481AE1B7AAC,mb-ci-handoff-package,32 interdisciplinary frameworks attributed to specific thinkers,packet promotion decision record,source-update capture required,PASS_WITH_SOURCE_UPDATE_GATE,May claim package proof with a source-update gate; stronger citation or literature claims remain blocked until close-read update is recorded.,Complete the linked source close-read update for packet promotion decision record; then capture a live runtime trace only if making operational or user-ready claims.
PCS-D07189E9C797,PER-3D749D7ABBEB,PC-DA0C1D4D0F40,mb-ci-handoff-package,32 interdisciplinary frameworks attributed to specific thinkers,packet promotion decision record,source-update capture required,PASS_WITH_SOURCE_UPDATE_GATE,May claim package proof with a source-update gate; stronger citation or literature claims remain blocked until close-read update is recorded.,Complete the linked source close-read update for packet promotion decision record; then capture a live runtime trace only if making operational or user-ready claims.
PCS-E6D338CFC6D5,PER-94E00A9FEF2A,PC-FF59B8BCCBB0,mb-ci-handoff-package,32 interdisciplinary frameworks attributed to specific thinkers,packet promotion decision record,deterministic simulated capture,SIMULATED_PASS_CONTRACT_COMPLETE,May claim deterministic simulated proof capture; live operational claim remains blocked until a real runtime trace exists.,"Capture a real live runtime trace for packet promotion decision record; preserve fixture, operation trace, output artifact, acceptance result, falsifier, and claim boundary."
PCS-B64C53E53E7D,PER-8EEF9689E31D,PC-A4FEF1B1E6F1,mb-ci-handoff-package,32 interdisciplinary frameworks attributed to specific thinkers,packet promotion decision record,deterministic simulated capture,SIMULATED_PASS_CONTRACT_COMPLETE,May claim deterministic simulated proof capture; live operational claim remains blocked until a real runtime trace exists.,"Capture a real live runtime trace for packet promotion decision record; preserve fixture, operation trace, output artifact, acceptance result, falsifier, and claim boundary."
PCS-94FF213CF2CC,PER-A9741BA9D005,PC-8977476EE6AA,mb-ci-handoff-package,32 interdisciplinary frameworks attributed to specific thinkers,packet promotion decision record,deterministic simulated capture,SIMULATED_PASS_CONTRACT_COMPLETE,May claim deterministic simulated proof capture; live operational claim remains blocked until a real runtime trace exists.,"Capture a real live runtime trace for packet promotion decision record; preserve fixture, operation trace, output artifact, acceptance result, falsifier, and claim boundary."
