close_read_task_id,project_id,product_name,source_role,source_candidate,quote_candidate_id,current_depth_level,required_action,output_to_update,test_to_update,completion_evidence_required
CRT-6F93DE924F25,mb-internal-operating-support-019,Internal Operating Support Packet 019,counter-source or limitation,"God, Time, and Knowledge William Hasker",QCN-89879BAE1F37,L5_source_level_machine_quote_candidate,"Human close read: verify bibliographic identity, exact passage wording, context, location, and how the passage changes the project artifact.","claim ceiling, caveat, blocked claim, rival interpretation, or uncertainty statement",The public claim becomes more disciplined because this source was applied.,"close-read note, exact citation location, before/after artifact diff, and updated claim ceiling"
CRT-36E992AB7BCF,mb-internal-operating-support-019,Internal Operating Support Packet 019,source-to-output bridge,"God, Time, and Knowledge William Hasker",QCN-89879BAE1F37,L5_source_level_machine_quote_candidate,"Human close read: verify bibliographic identity, exact passage wording, context, location, and how the passage changes the project artifact.","visible public copy, proof engine behavior, chapter decision, module field, or exported artifact",A before/after or trace record shows source material changing a concrete output.,"close-read note, exact citation location, before/after artifact diff, and updated claim ceiling"
CRT-8856C7C473E7,mb-internal-operating-support-019,Internal Operating Support Packet 019,close-read requirement,"God, Time, and Knowledge William Hasker",QCN-89879BAE1F37,L5_source_level_machine_quote_candidate,"Human close read: verify bibliographic identity, exact passage wording, context, location, and how the passage changes the project artifact.","close-read note, citation record, passage ledger, or blocked-claim release condition",source test: metadata-routed sources require close reading before citation or quotation,"close-read note, exact citation location, before/after artifact diff, and updated claim ceiling"
CRT-9FFC3F70049C,mb-internal-operating-support-020,Internal Operating Support Packet 020,method authority,Art and Fear,QCN-CEEF3457F411,L5_source_level_machine_quote_candidate,"Human close read: verify bibliographic identity, exact passage wording, context, location, and how the passage changes the project artifact.","method rule, stage design, instrument behavior, or analytic procedure",A reviewer can identify the source-derived rule and see where the component enforces it.,"close-read note, exact citation location, before/after artifact diff, and updated claim ceiling"
CRT-2395F82EE0CA,mb-internal-operating-support-020,Internal Operating Support Packet 020,technical mechanism,International Encyclopedia of Social & Behavioral Sciences,QCN-B527DF087E32,L5_source_level_machine_quote_candidate,"Human close read: verify bibliographic identity, exact passage wording, context, location, and how the passage changes the project artifact.","module contract, data contract, proof artifact, runtime trace, or failure-handling rule","The component shows how the mechanism works, not only what it is called.","close-read note, exact citation location, before/after artifact diff, and updated claim ceiling"
CRT-A6979E83CB68,mb-internal-operating-support-020,Internal Operating Support Packet 020,evaluation standard,"God, Time, and Knowledge William Hasker",QCN-89879BAE1F37,L5_source_level_machine_quote_candidate,"Human close read: verify bibliographic identity, exact passage wording, context, location, and how the passage changes the project artifact.","test suite, acceptance criteria, scorecard, confidence rule, or release decision",A reviewer can determine whether the component passed or failed without relying on impressionistic language.,"close-read note, exact citation location, before/after artifact diff, and updated claim ceiling"
CRT-86803F68D23F,mb-internal-operating-support-020,Internal Operating Support Packet 020,counter-source or limitation,"God, Time, and Knowledge William Hasker",QCN-89879BAE1F37,L5_source_level_machine_quote_candidate,"Human close read: verify bibliographic identity, exact passage wording, context, location, and how the passage changes the project artifact.","claim ceiling, caveat, blocked claim, rival interpretation, or uncertainty statement",The public claim becomes more disciplined because this source was applied.,"close-read note, exact citation location, before/after artifact diff, and updated claim ceiling"
CRT-D5FF1FA78F9A,mb-internal-operating-support-020,Internal Operating Support Packet 020,source-to-output bridge,"God, Time, and Knowledge William Hasker",QCN-89879BAE1F37,L5_source_level_machine_quote_candidate,"Human close read: verify bibliographic identity, exact passage wording, context, location, and how the passage changes the project artifact.","visible public copy, proof engine behavior, chapter decision, module field, or exported artifact",A before/after or trace record shows source material changing a concrete output.,"close-read note, exact citation location, before/after artifact diff, and updated claim ceiling"
CRT-2F856D17445D,mb-internal-operating-support-020,Internal Operating Support Packet 020,close-read requirement,"God, Time, and Knowledge William Hasker",QCN-89879BAE1F37,L5_source_level_machine_quote_candidate,"Human close read: verify bibliographic identity, exact passage wording, context, location, and how the passage changes the project artifact.","close-read note, citation record, passage ledger, or blocked-claim release condition",source test: metadata-routed sources require close reading before citation or quotation,"close-read note, exact citation location, before/after artifact diff, and updated claim ceiling"
CRT-FC4C13DB922A,mb-internal-operating-support-021,Internal Operating Support Packet 021,method authority,Intelligence and Information Policy for National Security: Key Terms and Concepts,QCN-77C4E2894A31,L5_source_level_machine_quote_candidate,"Human close read: verify bibliographic identity, exact passage wording, context, location, and how the passage changes the project artifact.","method rule, stage design, instrument behavior, or analytic procedure",A reviewer can identify the source-derived rule and see where the component enforces it.,"close-read note, exact citation location, before/after artifact diff, and updated claim ceiling"
